domain,registrar,creation_date,expiration_date,status,name_servers
9v.com,"eName Technology Co., Ltd.",844660800,1885953600,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns4.dns.com"", ""dns4.dns.com"", ""ns3.dns.com"", ""dns3.dns.com""}"
9w.com,Gandi SAS,890024400,1647316800,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""name"", ""b.dns.gandi.net"", ""dnssec:"", ""a.dns.gandi.net"", ""c.dns.gandi.net""}"
9x.com,"GoDaddy.com, LLC",906523200,1600747200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""buy.internettraffic.com"", ""sell.internettraffic.com""}"
9y.com,"eName Technology Co., Ltd.",880693200,1606453200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns4.dns.com"", ""dns4.dns.com"", ""ns3.dns.com"", ""dns3.dns.com""}"
9z.com,"GoDaddy.com, LLC",907992000,1602216000,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns47.domaincontrol.com"", ""ns48.domaincontrol.com""}"
a0.com,"GoDaddy.com, LLC",942147461,1636457861,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""dns.live4all.co.il"", ""dns2.live4all.co.il"", ""dns3.live4all.co.il"", ""dns4.live4all.co.il""}"
a1.com,"Ascio Technologies, Inc. Danmark - Filial af Ascio technologies, Inc. USA",783579600,1667102400,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""dns1.a1.net"", ""dns2.a1.net"", ""dns3.a1.net""}"
a2.com,"Network Solutions, LLC",801547200,1874462400,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns1.infoquesthosting.net"", ""ns2.infoquesthosting.net""}"
a3.com,"NameSilo, LLC",826520400,1615525200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns0.ns0.com"", ""ns1.pair.com""}"
a4.com,"DomainSite, Inc.",825224400,1614315600,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns11.dnsmadeeasy.com"", ""ns13.dnsmadeeasy.com"", ""ns10.dnsmadeeasy.com"", ""ns12.dnsmadeeasy.com"", ""ns14.dnsmadeeasy.com"", ""ns15.dnsmadeeasy.com""}"
a5.com,"eNom, LLC",807681600,1596600000,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns2.a5.com"", ""ns1.a5.com""}"
a6.com,"GoDaddy.com, LLC",796968000,1680667200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns3.dnscto.net"", ""ns4.dnscto.net""}"
a7.com,"GoDaddy.com, LLC",825310800,1740632400,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""f1g1ns1.dnspod.net"", ""f1g1ns2.dnspod.net""}"
a8.com,"Alibaba Cloud Computing (Beijing) Co., Ltd.",902548800,1628308800,ok https://icann.org/epp#ok,"{""dns13.hichina.com"", ""dns14.hichina.com""}"
a9.com,MarkMonitor Inc.,936705321,1725710121,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""pdns5.ultradns.info"", ""ns2.p31.dynect.net"", ""pdns4.ultradns.org"", ""ns1.p31.dynect.net"", ""pdns2.ultradns.net"", ""pdns6.ultradns.co.uk"", ""pdns3.ultradns.org"", ""pdns1.ultradns.net""}"
aa.com,"CSC Corporate Domains, Inc.",883717200,1609477200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""ns1-149.akam.net"", ""usw2.akam.net"", ""eur6.akam.net"", ""asia3.akam.net"", ""ns1-118.akam.net"", ""eur5.akam.net"", ""asia4.akam.net"", ""asia2.akam.net""}"
ab.com,"CSC Corporate Domains, Inc.",592632000,1728619200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""mkefw.ra.rockwell.com"", ""clefw.ra.rockwell.com""}"
ac.com,"CSC Corporate Domains, Inc.",737784000,1589947200,clientTransferProhibited https://icann.org/epp#clientTransferProhibited,"{""dns1.cscdns.net"", ""dns2.cscdns.net""}"
ad.com,MarkMonitor Inc.,871531200,1628827200,clientDeleteProhibited https://icann.org/epp#clientDeleteProhibited,"{""ns4.yahoo.com"", ""ns1.yahoo.com"", ""ns2.yahoo.com"", ""ns3.yahoo.com"", ""ns5.yahoo.com""}"
